5,0.5,28.0881,5.08333,37.3894
5,0.5,448.371,88.6099,458.475
5,0.5,16.936,3.27071,26.2787
5,0.5,62.3308,12.2722,72.1634
5,0.5,5.94052,0.989236,14.7768
5,0.5,41.3097,7.87693,51.4959
5,0.5,302.678,60.5288,312.665
5,0.5,528.627,104.346,538.75
5,0.5,51.1736,9.45385,61.2572
5,0.5,27.4107,5.19186,37.6163
6,0.6,15.6995,2.48437,25.9819
6,0.6,9.96242,1.50723,19.7809
6,0.6,12.1705,2.08685,22.3656
6,0.6,17.5527,2.91151,27.1949
6,0.6,14.6709,2.40975,24.4122
6,0.6,6.54673,0.983307,17.0428
6,0.6,20.8996,3.48114,31.1612
6,0.6,13.5968,2.07846,23.6708
6,0.6,19.7809,3.69623,29.309
6,0.6,8.04019,1.2619,18.222
7,0.7,6.02509,0.783185,15.4669
7,0.7,10.1579,1.34438,19.979
7,0.7,12.4068,1.78492,22.4363
7,0.7,35.1719,5.30015,45.8519
7,0.7,15.3147,2.19397,25.4619
7,0.7,8.56989,1.23767,19.8405
7,0.7,6.7644,0.948273,17.1608
7,0.7,20.3145,2.99719,30.9745
7,0.7,2.97833,0.437666,12.1579
7,0.7,13.8901,2.08656,25.1123
8,0.8,2.2607,0.250302,11.3756
8,0.8,4.09542,0.462948,13.8412
8,0.8,11.2289,1.38738,21.2812
8,0.8,4.88638,0.604362,14.3312
8,0.8,4.61137,0.578116,14.602
8,0.8,13.7241,1.78619,24.2574
8,0.8,6.003,0.73182,16.3026
8,0.8,2.40488,0.27523,12.4457
8,0.8,3.27165,0.418665,12.3549
8,0.8,3.38828,0.391653,13.3472
9,0.9,1.48303,0.147792,10.5997
9,0.9,14.518,1.68021,25.4224
9,0.9,7.70576,0.886454,17.8591
9,0.9,3.28624,0.368566,13.0705
9,0.9,8.62063,1.1137,20.0414
9,0.9,3.67498,0.412684,14.998
9,0.9,2.36896,0.257775,12.6846
9,0.9,2.36343,0.242977,12.514
9,0.9,5.94132,0.714302,15.4086
9,0.9,5.04499,0.582985,16.1933
10,1,2.47298,0.23481,12.1981
10,1,5.46984,0.543081,15.939
10,1,6.17577,0.616793,16.0994
10,1,5.14509,0.525626,15.6551
10,1,3.7018,0.373122,13.7967
10,1,3.26483,0.308506,13.8584
10,1,2.30846,0.229792,12.7683
10,1,0.923921,0.0843461,10.926
10,1,1.3441,0.13463,10.1423
10,1,5.02107,0.51226,15.9754
