5,0.5,20.1052,1.58433,29.8969
5,0.5,49.9229,4.0421,61.4125
5,0.5,36.367,3.54817,45.9361
5,0.5,9.56103,0.756774,17.5598
5,0.5,22.4912,2.00145,31.0744
5,0.5,23.8645,1.8447,34.6227
5,0.5,56.2784,5.36186,65.438
5,0.5,18.4746,1.35918,28.0317
5,0.5,23.3283,1.78689,34.277
5,0.5,14.1402,0.923157,25.6724
6,0.6,19.666,1.10549,30.9939
6,0.6,8.08227,0.554045,18.9732
6,0.6,9.58929,0.673431,18.7443
6,0.6,10.742,0.866316,19.9328
6,0.6,34.1678,2.75672,44.3746
6,0.6,46.7139,3.12472,59.4395
6,0.6,4.15175,0.280004,12.3835
6,0.6,27.9539,2.33281,37.2045
6,0.6,28.0633,1.90736,38.5542
6,0.6,15.2897,0.997391,25.453
7,0.7,9.33115,0.449656,17.7914
7,0.7,13.4656,0.87531,24.9515
7,0.7,9.88262,0.521013,20.5737
7,0.7,7.82546,0.470917,15.1728
7,0.7,2.9081,0.142089,9.58877
7,0.7,36.4183,1.89204,50.3595
7,0.7,7.00935,0.358465,16.3955
7,0.7,16.8067,1.10875,27.8241
7,0.7,9.20145,0.502858,18.5083
7,0.7,15.2961,1.09432,25.2973
8,0.8,3.80414,0.128419,11.18
8,0.8,10.2997,0.470154,21.1779
8,0.8,6.14851,0.258105,16.2261
8,0.8,13.7277,0.786308,26.0912
8,0.8,0.80191,0.019915,7.23246
8,0.8,4.65926,0.190186,14.8785
8,0.8,10.5408,0.522584,20.4762
8,0.8,3.99894,0.159739,13.898
8,0.8,6.6938,0.298013,15.7308
8,0.8,8.5503,0.333135,21.0591
9,0.9,7.17602,0.301132,16.2083
9,0.9,5.33257,0.228163,15.2025
9,0.9,6.49347,0.171612,16.1668
9,0.9,3.76485,0.156372,13.281
9,0.9,5.45313,0.141749,15.3841
9,0.9,5.27682,0.223379,15.4069
9,0.9,8.43239,0.311591,18.1061
9,0.9,3.19046,0.0965014,13.2903
9,0.9,3.94297,0.118357,12.7393
9,0.9,6.65498,0.229294,17.6636
10,1,7.24619,0.180663,16.5469
10,1,3.07479,0.104278,12.6356
10,1,11.4988,0.288925,23.4969
10,1,1.29977,0.0387096,9.93139
10,1,2.56741,0.0681235,8.99
10,1,8.67277,0.252297,22.782
10,1,7.80354,0.226446,18.645
10,1,3.50302,0.132104,13.5483
10,1,7.21021,0.267797,17.0829
10,1,3.87164,0.116388,12.7387
